Account_ID,Total_Followers,Total_Following,Total_Posts,Followers_Collected,Real_User_Ratio,Avg_Likes,Avg_Comments,Surface_ER,Pure_Like_ER,Sentiment_Score,Ad_Efficiency_Score,International_Follower_Ratio,Bot_Suspect_Count,Top_Interests,Recommended_Category,Network_2nd_Reach_Est,Conversion_Index,Analysis_Date
uknow_yeaji,49000,987,434,81,100.0,732.9,45.1,1.59,1.50,8.5,7.0,~15%,0,"라이프스타일,다이어트/웰니스,여행,유머/밈",웰니스/다이어트,30000~100000,70,2026-03-27
