Account_ID,Total_Followers,Total_Following,Total_Posts,Followers_Collected,Real_User_Ratio,Avg_Likes,Avg_Comments,Surface_ER,Pure_Like_ER,Sentiment_Score,Ad_Efficiency_Score,Salim_Related_Follower_Ratio,Creator_Network_Ratio,Bot_Suspect_Count,Top_Interests,Recommended_Category,Network_2nd_Reach_Est,Conversion_Index,Analysis_Date
lyj.lpd,126000,1171,1224,147,89.8,500.0,1475.4,1.57,0.40,7.5,7.5,0.0,2.0,15,"패션,뷰티,체형커버",빅사이즈여성패션,2500,72,2026-03-26
