Account_ID,Total_Followers,Total_Following,Total_Posts,Followers_Collected,Real_User_Ratio,Avg_Likes,Avg_Comments,Surface_ER,Pure_Like_ER,Avg_Likes_ExCTA,Avg_Comments_ExCTA,Surface_ER_ExCTA,Pure_Like_ER_ExCTA,Sentiment_Score,Ad_Efficiency_Score,Mom_Related_Follower_Ratio,Creator_Network_Ratio,Bot_Suspect_Count,Top_Interests,Recommended_Category_1,Recommended_Category_2,Recommended_Category_3,Network_2nd_Reach_Est,Conversion_Index,CTA_Strategy,Analysis_Date
tiding_of_joy,53000,927,122,98,80.0%,157.1,1081.9,2.34%,0.30%,82.5,298.4,0.72%,0.16%,8.0,7.5,22.4%,5.0%,25,"육아용품,이유식/수유,공구셀러,워킹맘","육아용품(10/10)","유아식/식품(9/10)","교육/학습서비스(8/10)","13000~53000",78,"CTA댓글→DM전환(초기/중기/알림)",2026-03-26
