Account_ID,Total_Followers,Total_Following,Total_Posts,Followers_Collected,Real_User_Ratio,Avg_Likes,Avg_Comments,Surface_ER,Pure_Like_ER,Sentiment_Score,Ad_Efficiency_Score,Nail_Pro_Follower_Ratio,Creator_Network_Ratio,Bot_Suspect_Count,Top_Interests,Recommended_Category,Network_2nd_Reach_Est,Conversion_Index,Analysis_Date
comely_nail_beauty,7333,509,380,32,100.0,254.0,843.0,14.96,3.46,7.5,6.5,96.9,0.0,0,"네일아트,네일재료,자석젤,공구",네일재료/용품,5000~20000,68,2026-03-26
