Account_ID,Total_Followers,Total_Following,Total_Posts,Followers_Collected,Real_User_Ratio,Avg_Likes,Avg_Comments,Surface_ER,Pure_Like_ER,Avg_Likes_ExOutlier,Avg_Comments_ExOutlier,Surface_ER_ExOutlier,Pure_Like_ER_ExOutlier,Sentiment_Score,Ad_Efficiency_Score,Mom_Related_Follower_Ratio,Creator_Network_Ratio,Bot_Suspect_Count,Top_Interests,Recommended_Category_1,Recommended_Category_2,Recommended_Category_3,Network_2nd_Reach_Est,Conversion_Index,CTA_Strategy,Analysis_Date
donsmell87,13000,852,1809,2377,81.7%,567.8,313.6,6.78%,4.37%,94.6,18.6,0.87%,0.73%,8.2,6.5,6.1%,2.4%,435,"육아/가족,동물/반려견,여행/한달살기,전원생활","여행/숙박(9/10)","육아/교육(8/10)","반려동물용품(8/10)","310000~1560000",62,"CTA댓글→DM전환",2026-03-19
