Account_ID,Total_Followers,Total_Following,Total_Posts,Followers_Collected,Real_User_Ratio,Avg_Likes,Avg_Comments,Surface_ER,Pure_Like_ER,Sentiment_Score,Ad_Efficiency_Score,Wedding_Follower_Ratio,Creator_Network_Ratio,Bot_Suspect_Count,Top_Interests,Recommended_Category,Network_2nd_Reach_Est,Conversion_Index,Analysis_Date
with_rije,2005,32,6,84,100.0,61.2,1094.7,57.6,3.05,8.0,7.5,0.0,0.0,0,"웨딩/결혼준비,살림꿀팁,예비신부",웨딩/결혼준비서비스,15000~50000,78,2026-03-26
