Account_ID,Total_Followers,Total_Following,Total_Posts,Followers_Collected,Real_User_Ratio,Avg_Likes,Avg_Comments,Surface_ER,Pure_Like_ER,Avg_Likes_ExCTA,Avg_Comments_ExCTA,Surface_ER_ExCTA,Pure_Like_ER_ExCTA,Sentiment_Score,Ad_Efficiency_Score,Top_Interest_Follower_Ratio,Creator_Network_Ratio,Bot_Suspect_Count,Top_Interests,Recommended_Category_1,Recommended_Category_2,Recommended_Category_3,Network_2nd_Reach_Est,Conversion_Index,CTA_Strategy,Analysis_Date
ape_vujade,10000,1575,24,72,85.0%,107.1,37.9,1.45%,1.07%,104.3,10.6,1.15%,1.04%,8.5,7.0,87.5%,3.0%,14,"스트릿패션,바이크,게이밍,라이프스타일","스트릿패션/스니커즈(9/10)","바이크/모빌리티(8/10)","라이프스타일소품(7/10)","1500~9000",65,"CTA댓글→DM전환(입장/엉)",2026-03-26
