Account_ID,Total_Followers,Total_Following,Total_Posts,Followers_Collected,Real_User_Ratio,Avg_Likes,Avg_Comments,Surface_ER,Pure_Like_ER,Sentiment_Score,Ad_Efficiency_Score,Bot_Suspect_Count,Top_Interests,Recommended_Category,Network_2nd_Reach_Est,Conversion_Index,Analysis_Date
eden_mom_vely,9230,54,117,70,100.0,41.5,161.7,2.20,0.45,8.5,7.5,0,"육아정보,발달,이유식,육아템,수면교육",육아용품/이유식,5000~30000,76,2026-03-27
