Account_ID,Total_Followers,Total_Following,Total_Posts,Followers_Collected,Real_User_Ratio,Avg_Likes,Avg_Comments,Surface_ER,Pure_Like_ER,Sentiment_Score,Ad_Efficiency_Score,Salim_Related_Follower_Ratio,Creator_Network_Ratio,Bot_Suspect_Count,Top_Interests,Recommended_Category,Network_2nd_Reach_Est,Conversion_Index,Analysis_Date
it_tem_ida,708,586,273,530,0.969,27.5,55.3,11.69,3.88,75,68,0.643,0.111,12,"살림꿀팁;수납정리;생활템;인테리어;주방용품","생활용품/주방용품/수납정리용품","3000-5000",70,2026-03-19
