Account_ID,Total_Followers,Total_Following,Total_Posts,Followers_Collected,Real_User_Ratio,Avg_Likes,Avg_Comments,Surface_ER,Pure_Like_ER,Sentiment_Score,Ad_Efficiency_Score,Salim_Related_Follower_Ratio,Creator_Network_Ratio,Bot_Suspect_Count,Top_Interests,Recommended_Category,Network_2nd_Reach_Est,Conversion_Index,Analysis_Date
in__hwaa,3020,501,103,88,93.2,285.0,521.2,26.70,9.44,8.5,7.0,0.0,1.1,6,"웨딩,결혼준비,뷰티,반려동물",웨딩/결혼준비서비스,20000-80000,75,2026-03-26
