Account_ID,Total_Followers,Total_Following,Total_Posts,Followers_Collected,Real_User_Ratio,Avg_Likes,Avg_Comments,Surface_ER,Pure_Like_ER,Avg_Likes_ExCTA,Avg_Comments_ExCTA,Surface_ER_ExCTA,Pure_Like_ER_ExCTA,Sentiment_Score,Ad_Efficiency_Score,Mom_Related_Follower_Ratio,Creator_Network_Ratio,Bot_Suspect_Count,Top_Interests,Recommended_Category_1,Recommended_Category_2,Recommended_Category_3,Network_2nd_Reach_Est,Conversion_Index,CTA_Strategy,Analysis_Date
vitnal_h,46000,224,321,126,84.0%,861,1375,4.86%,1.87%,296,5.4,0.66%,0.64%,8.5,7.2,8.7%,2.0%,20,"수학교육,워크지나눔,입시정보,육아/가족","교육/학습서비스(9/10)","육아/교육용품(8/10)","문구/학용품(8/10)","15000~50000",72,"CTA댓글→DM전환(공유완료)",2026-03-26
