No,Username,Category,Is_Suspicious,Profile_URL
88,mungyeongmin530,개인/일반,N,https://www.instagram.com/mungyeongmin530/
89,myjju530,개인/일반,N,https://www.instagram.com/myjju530/
90,nana062437,개인/일반,Y,https://www.instagram.com/nana062437/
91,nkblzz,개인/일반,N,https://www.instagram.com/nkblzz/
92,nomadtrue,개인/일반,N,https://www.instagram.com/nomadtrue/
93,nyongss__02,개인/일반,N,https://www.instagram.com/nyongss__02/
94,ostadlee_,개인/일반,N,https://www.instagram.com/ostadlee_/
95,park_jin_hee_,개인/일반,N,https://www.instagram.com/park_jin_hee_/
96,qaws0618,개인/일반,Y,https://www.instagram.com/qaws0618/
97,qq_corner5,개인/일반,N,https://www.instagram.com/qq_corner5/
98,rayknight777,개인/일반,N,https://www.instagram.com/rayknight777/
99,renee_daily_,일상/기록,N,https://www.instagram.com/renee_daily_/
100,rively__mom,육아/맘,N,https://www.instagram.com/rively__mom/
101,ryul1226,개인/일반,Y,https://www.instagram.com/ryul1226/
102,sej1009,개인/일반,Y,https://www.instagram.com/sej1009/
103,seo.mk0530,개인/일반,Y,https://www.instagram.com/seo.mk0530/
104,seragreenworld,개인/일반,N,https://www.instagram.com/seragreenworld/
105,sk820702,개인/일반,Y,https://www.instagram.com/sk820702/
106,smarthb_gongdo,교육/학습,N,https://www.instagram.com/smarthb_gongdo/
107,so_yul1202,개인/일반,Y,https://www.instagram.com/so_yul1202/
108,solsolpapa,육아/맘,N,https://www.instagram.com/solsolpapa/
109,songmath_382,교육/학습,N,https://www.instagram.com/songmath_382/
110,ss._.hui,개인/일반,N,https://www.instagram.com/ss._.hui/
111,stunning_ahah,개인/일반,N,https://www.instagram.com/stunning_ahah/
112,suhee212,개인/일반,N,https://www.instagram.com/suhee212/
113,sungsol_lee,개인/일반,N,https://www.instagram.com/sungsol_lee/
114,sweetyi23,개인/일반,N,https://www.instagram.com/sweetyi23/
115,taeyeon2668,개인/일반,N,https://www.instagram.com/taeyeon2668/
116,twinkletm_,개인/일반,N,https://www.instagram.com/twinkletm_/
